id,age,education,education_num,marital_status,occupation,relationship,race,gender,hours_per_week,native_country,greater_than_50k,age_standarized
4398,54.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,50.0, United-States,0,1.2927977562107
4399,24.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,40.0, United-States,0,-1.210434683322278
4400,25.0, HS-grad,9.0, Never-married, Exec-managerial, Own-child, White, Female,40.0, United-States,0,-1.1269936020045122
4402,48.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,40.0, United-States,1,0.7921512683041044
4403,24.0, Bachelors,13.0, Never-married, Sales, Own-child, White, Female,40.0, United-States,0,-1.210434683322278
4404,31.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,50.0, Taiwan,0,-0.6263471140979165
4405,47.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1,0.7087101869863385
4406,45.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0,new_missing,1,0.5418280243508066
4408,52.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,1,1.125915593575168
4409,52.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,0,1.125915593575168
4412,43.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1,0.3749458617152747
4414,20.0, Some-college,10.0, Never-married,new_missing, Own-child, White, Female,40.0, United-States,0,-1.544199008593342
4415,51.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0,1.0424745122574022
4416,38.0, 9th,5.0, Divorced, Craft-repair, Not-in-family, White, Male,40.0, United-States,0,-0.0422595448735549
4418,40.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,50.0, United-States,1,0.1246226177619768
4419,54.0, Some-college,10.0, Widowed, Exec-managerial, Unmarried, White, Female,40.0, United-States,0,1.2927977562107
4420,35.0, Bachelors,13.0, Never-married, Other-service, Other-relative, White, Male,50.0, United-States,0,-0.2925827888268528
4421,52.0, 11th,7.0, Separated, Machine-op-inspct, Unmarried, Black, Male,40.0, United-States,0,1.125915593575168
4422,53.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1,1.209356674892934
4423,56.0, Some-college,10.0, Widowed,new_missing, Not-in-family, Black, Female,40.0, United-States,0,1.459679918846232
4424,35.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, Black, Male,40.0, United-States,0,-0.2925827888268528
4425,43.0, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,42.0, United-States,0,0.3749458617152747
4426,29.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, Canada,0,-0.7932292767334485
4428,27.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,40.0, United-States,0,-0.9601114393689804
4429,58.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, Mexico,0,1.6265620814817638
4434,52.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, Iran,1,1.125915593575168
4435,38.0, Assoc-voc,11.0, Never-married, Tech-support, Not-in-family, White, Male,50.0, United-States,0,-0.0422595448735549
4437,39.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0,0.0411815364442109
4438,56.0, Masters,14.0, Never-married,new_missing, Not-in-family, White, Female,50.0, United-States,1,1.459679918846232
4440,24.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,38.0, United-States,0,-1.210434683322278
4441,40.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1,0.1246226177619768
4444,45.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1,0.5418280243508066
4446,57.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,1,1.543121000163998
4447,49.0, HS-grad,9.0, Separated, Other-service, Not-in-family, Black, Female,35.0, United-States,0,0.8755923496218704
4448,25.0, Some-college,10.0, Never-married, Exec-managerial, Own-child, White, Female,40.0, Yugoslavia,0,-1.1269936020045122
4449,52.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Male,40.0, United-States,0,1.125915593575168
4451,26.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,48.0, United-States,0,-1.0435525206867462
4452,19.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Female,40.0, United-States,0,-1.627640089911108
4453,25.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40.0, United-States,0,-1.1269936020045122
4455,21.0, HS-grad,9.0, Never-married, Sales, Other-relative, White, Male,45.0, United-States,0,-1.460757927275576
4458,31.0, HS-grad,9.0, Divorced, Protective-serv, Own-child, Other, Male,40.0, United-States,0,-0.6263471140979165
4460,37.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,38.0, United-States,0,-0.1257006261913209
4466,49.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1,0.8755923496218704
4467,51.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,40.0, United-States,1,1.0424745122574022
4468,40.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,0,0.1246226177619768
4469,24.0, Assoc-voc,11.0, Never-married, Machine-op-inspct, Own-child, White, Female,40.0, United-States,0,-1.210434683322278
4471,41.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,40.0, United-States,1,0.2080636990797428
4472,46.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,1,0.6252691056685725
4473,46.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,40.0, United-States,0,0.6252691056685725
4474,64.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,1,2.12720856938836
4475,50.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1,0.9590334309396364
4476,53.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,36.0, United-States,1,1.209356674892934
4477,21.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,0,-1.460757927275576
4479,37.0, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Female,45.0, United-States,1,-0.1257006261913209
4481,30.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,40.0, India,0,-0.7097881954156825
4482,25.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,40.0, United-States,0,-1.1269936020045122
4483,26.0, Some-college,10.0, Never-married, Exec-managerial, Unmarried, Black, Female,40.0, United-States,0,-1.0435525206867462
4484,43.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,50.0, United-States,0,0.3749458617152747
4486,27.0, HS-grad,9.0, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,40.0, Jamaica,0,-0.9601114393689804
4487,55.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,40.0, United-States,1,1.376238837528466
4489,25.0, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,36.0, Canada,0,-1.1269936020045122
4490,28.0, Assoc-acdm,12.0, Separated, Other-service, Not-in-family, White, Male,40.0, United-States,0,-0.8766703580512144
4491,29.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,50.0, United-States,0,-0.7932292767334485
4492,60.0, 11th,7.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1,1.7934442441172955
4493,37.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,50.0, United-States,1,-0.1257006261913209
4494,25.0, 11th,7.0, Divorced, Sales, Own-child, White, Female,40.0, United-States,0,-1.1269936020045122
4496,50.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1,0.9590334309396364
4499,35.0, Assoc-voc,11.0, Divorced, Other-service, Unmarried, Black, Female,40.0, United-States,0,-0.2925827888268528
4500,21.0, Some-college,10.0, Never-married,new_missing, Own-child, White, Male,40.0, United-States,0,-1.460757927275576
4502,40.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40.0, United-States,0,0.1246226177619768
4503,49.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1,0.8755923496218704
4504,29.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,50.0, United-States,0,-0.7932292767334485
4505,43.0, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, White, Female,40.0, United-States,0,0.3749458617152747
4508,52.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,0,1.125915593575168
4509,25.0, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40.0, Outlying-US(Guam-USVI-etc),0,-1.1269936020045122
4512,24.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,40.0, United-States,0,-1.210434683322278
4514,21.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,40.0, United-States,0,-1.460757927275576
4515,37.0, Bachelors,13.0, Divorced, Exec-managerial, Other-relative, White, Female,50.0, United-States,0,-0.1257006261913209
4516,43.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,40.0, United-States,0,0.3749458617152747
4518,47.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,45.0, United-States,0,0.7087101869863385
4519,61.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,45.0, United-States,1,1.8768853254350617
4522,60.0, 10th,6.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40.0, United-States,0,1.7934442441172955
4523,27.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0,-0.9601114393689804
4524,57.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,35.0, India,0,1.543121000163998
4526,27.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Female,40.0, United-States,0,-0.9601114393689804
4530,43.0, 10th,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,0,0.3749458617152747
4531,63.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,35.0, United-States,0,2.0437674880705936
4532,22.0, Some-college,10.0, Never-married,new_missing, Own-child, White, Male,40.0, United-States,0,-1.37731684595781
4533,25.0, HS-grad,9.0, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,40.0, Philippines,0,-1.1269936020045122
4534,35.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,40.0, United-States,1,-0.2925827888268528
4535,20.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,40.0, United-States,0,-1.544199008593342
4537,30.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Black, Female,40.0, Germany,0,-0.7097881954156825
4538,31.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1,-0.6263471140979165
4540,57.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1,1.543121000163998
4541,41.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,44.0, United-States,1,0.2080636990797428
4542,33.0, HS-grad,9.0, Divorced, Adm-clerical, Other-relative, White, Female,40.0, United-States,0,-0.4594649514623847
4543,27.0, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,40.0, United-States,0,-0.9601114393689804
4546,50.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,40.0, United-States,1,0.9590334309396364
4547,40.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,45.0, United-States,1,0.1246226177619768
4548,37.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,51.0, United-States,0,-0.1257006261913209
4549,40.0, Assoc-acdm,12.0, Divorced,new_missing, Not-in-family, White, Male,40.0, United-States,0,0.1246226177619768
4551,38.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,1,-0.0422595448735549
4552,25.0, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,40.0, United-States,0,-1.1269936020045122
4553,51.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,40.0, United-States,0,1.0424745122574022
4554,22.0, 12th,8.0, Never-married,new_missing, Own-child, Black, Male,40.0, United-States,0,-1.37731684595781
4556,41.0, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, United-States,1,0.2080636990797428
4557,33.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,40.0, United-States,0,-0.4594649514623847
4558,33.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,40.0, United-States,0,-0.4594649514623847
4559,67.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0,2.3775318133416574
4560,47.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,1,0.7087101869863385
4561,24.0, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,40.0, United-States,0,-1.210434683322278
4563,29.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,40.0, Mexico,0,-0.7932292767334485
4564,25.0, Assoc-voc,11.0, Never-married, Sales, Not-in-family, White, Male,45.0, United-States,0,-1.1269936020045122
4565,33.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0,-0.4594649514623847
4566,55.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0,1.376238837528466
4567,31.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1,-0.6263471140979165
4568,32.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,0,-0.5429060327801506
4570,36.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,50.0, United-States,0,-0.2091417075090868
4572,34.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,1,-0.3760238701446187
4573,19.0, 11th,7.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,40.0, United-States,0,-1.627640089911108
4574,21.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, Black, Female,40.0, United-States,0,-1.460757927275576
4575,36.0, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,50.0, United-States,0,-0.2091417075090868
4576,37.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40.0, United-States,1,-0.1257006261913209
4578,52.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,40.0, United-States,0,1.125915593575168
4579,48.0, Assoc-voc,11.0, Divorced, Other-service, Not-in-family, White, Female,40.0,new_missing,0,0.7921512683041044
4580,43.0, Some-college,10.0, Divorced, Prof-specialty, Unmarried, White, Female,38.0, United-States,0,0.3749458617152747
4581,22.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,40.0, United-States,0,-1.37731684595781
4583,37.0, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0,-0.1257006261913209
4584,39.0, Some-college,10.0, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,38.0, United-States,0,0.0411815364442109
4585,54.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1,1.2927977562107
4586,27.0, Assoc-acdm,12.0, Never-married, Other-service, Not-in-family, White, Male,40.0, United-States,0,-0.9601114393689804
4587,21.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,35.0, United-States,0,-1.460757927275576
4588,65.0, Some-college,10.0, Separated, Adm-clerical, Not-in-family, White, Female,38.0, United-States,0,2.210649650706125
4589,30.0, Some-college,10.0, Married-civ-spouse, Other-service, Wife, White, Female,40.0, United-States,0,-0.7097881954156825
4590,22.0, 9th,5.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,40.0, United-States,0,-1.37731684595781
4591,26.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,0,-1.0435525206867462
4592,25.0, 11th,7.0, Separated, Craft-repair, Own-child, White, Male,40.0, United-States,0,-1.1269936020045122
4593,35.0, Assoc-voc,11.0, Married-civ-spouse,new_missing, Wife, White, Female,40.0, United-States,1,-0.2925827888268528
4594,47.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,1,0.7087101869863385
4596,42.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Black, Male,40.0, United-States,1,0.2915047803975087
4600,46.0, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0,new_missing,1,0.6252691056685725
4601,53.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1,1.209356674892934
4603,40.0, HS-grad,9.0, Separated, Transport-moving, Unmarried, Black, Female,40.0, United-States,0,0.1246226177619768
4604,48.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1,0.7921512683041044
4605,26.0, Assoc-voc,11.0, Separated, Adm-clerical, Unmarried, White, Female,35.0, United-States,0,-1.0435525206867462
4606,22.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,40.0, United-States,0,-1.37731684595781
4609,43.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,40.0, United-States,0,0.3749458617152747
4611,30.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40.0, Laos,0,-0.7097881954156825
4612,41.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,50.0, United-States,0,0.2080636990797428
4614,77.0, 9th,5.0, Married-civ-spouse,new_missing, Husband, Black, Male,40.0, United-States,0,3.2119426265193165
4615,42.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,50.0, United-States,0,0.2915047803975087
4616,20.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, Black, Male,40.0, United-States,0,-1.544199008593342
4617,36.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0,-0.2091417075090868
4618,32.0, Assoc-voc,11.0, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,40.0, United-States,0,-0.5429060327801506
4619,27.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1,-0.9601114393689804
4620,25.0, Some-college,10.0, Divorced, Protective-serv, Other-relative, White, Male,45.0, United-States,0,-1.1269936020045122
4621,40.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,40.0, United-States,0,0.1246226177619768
4623,49.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,1,0.8755923496218704
4625,29.0, HS-grad,9.0, Never-married, Sales, Unmarried, White, Female,40.0, United-States,0,-0.7932292767334485
4627,24.0, Some-college,10.0, Separated, Handlers-cleaners, Own-child, White, Male,45.0, United-States,0,-1.210434683322278
4629,29.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,0,-0.7932292767334485
4631,30.0, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,50.0, United-States,0,-0.7097881954156825
4633,59.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,1,1.7100031627995298
4635,41.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, Black, Male,40.0, United-States,0,0.2080636990797428
4636,28.0, Assoc-acdm,12.0, Never-married, Prof-specialty, Own-child, White, Male,40.0, France,0,-0.8766703580512144
4637,46.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1,0.6252691056685725
4639,66.0, 10th,6.0, Divorced, Other-service, Not-in-family, Black, Female,40.0, United-States,0,2.2940907320238915
4640,30.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Black, Male,45.0,new_missing,1,-0.7097881954156825
4644,59.0, 9th,5.0, Widowed, Other-service, Unmarried, Black, Female,40.0, United-States,0,1.7100031627995298
4645,35.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,40.0, United-States,0,-0.2925827888268528
4646,45.0, 9th,5.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40.0, United-States,1,0.5418280243508066
4647,30.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0,-0.7097881954156825
4648,33.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40.0, Jamaica,0,-0.4594649514623847
4650,48.0, Some-college,10.0, Separated, Sales, Unmarried, Black, Female,35.0, United-States,0,0.7921512683041044
4651,31.0, HS-grad,9.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,40.0, United-States,0,-0.6263471140979165
4652,36.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,0,-0.2091417075090868
4653,48.0, HS-grad,9.0, Divorced, Prof-specialty, Unmarried, White, Female,38.0, United-States,0,0.7921512683041044
4654,30.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0,-0.7097881954156825
4655,33.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50.0, United-States,1,-0.4594649514623847
4657,37.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40.0,new_missing,1,-0.1257006261913209
4658,53.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,1,1.209356674892934
4659,18.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,40.0,new_missing,0,-1.7110811712288738
4660,38.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,50.0, United-States,1,-0.0422595448735549
4661,34.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,50.0, United-States,0,-0.3760238701446187
4662,45.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,52.0, United-States,1,0.5418280243508066
4664,35.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Wife, White, Female,44.0, United-States,0,-0.2925827888268528
4665,22.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Black, Male,40.0, United-States,0,-1.37731684595781
4668,17.0, 11th,7.0, Never-married, Farming-fishing, Own-child, White, Male,45.0, United-States,0,-1.7945222525466398
4669,50.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,0,0.9590334309396364
4670,38.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1,-0.0422595448735549
4671,33.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,50.0, United-States,1,-0.4594649514623847
4672,46.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,35.0,new_missing,0,0.6252691056685725
4673,25.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,50.0, United-States,0,-1.1269936020045122
4674,64.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0,2.12720856938836
4679,40.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, Black, Female,40.0, United-States,0,0.1246226177619768
4680,21.0, HS-grad,9.0, Never-married, Exec-managerial, Other-relative, White, Female,40.0, United-States,0,-1.460757927275576
4681,39.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,1,0.0411815364442109
4682,35.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,0,-0.2925827888268528
4683,29.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,0,-0.7932292767334485
4684,27.0, Assoc-acdm,12.0, Never-married, Transport-moving, Not-in-family, Black, Male,40.0, United-States,0,-0.9601114393689804
4685,20.0, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0,-1.544199008593342
4687,51.0, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Male,40.0, United-States,0,1.0424745122574022
4689,20.0, Some-college,10.0, Never-married,new_missing, Own-child, White, Female,40.0, United-States,0,-1.544199008593342
4690,31.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0,-0.6263471140979165
4691,29.0, HS-grad,9.0, Never-married, Tech-support, Own-child, Black, Male,40.0, United-States,0,-0.7932292767334485
4695,46.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,45.0, United-States,1,0.6252691056685725
4696,32.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,40.0, United-States,0,-0.5429060327801506
4697,28.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,0,-0.8766703580512144
4699,23.0, 9th,5.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40.0, Mexico,0,-1.293875764640044
4700,59.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0,1.7100031627995298
4701,26.0, 12th,8.0, Never-married, Craft-repair, Other-relative, Other, Male,48.0, Guatemala,0,-1.0435525206867462
4702,36.0, 10th,6.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,40.0, United-States,0,-0.2091417075090868
4706,40.0, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,48.0, Mexico,0,0.1246226177619768
4707,48.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,43.0, United-States,0,0.7921512683041044
4708,27.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,48.0, United-States,0,-0.9601114393689804
4710,38.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1,-0.0422595448735549
4711,26.0, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,43.0, United-States,0,-1.0435525206867462
4712,45.0, Assoc-voc,11.0, Married-civ-spouse, Protective-serv, Husband, White, Male,40.0, United-States,0,0.5418280243508066
4714,32.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,40.0, United-States,0,-0.5429060327801506
4716,22.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,40.0, United-States,0,-1.37731684595781
4717,38.0, HS-grad,9.0, Never-married, Other-service, Unmarried, Black, Female,38.0, United-States,0,-0.0422595448735549
4718,34.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,50.0, United-States,1,-0.3760238701446187
4723,24.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,40.0, Dominican-Republic,0,-1.210434683322278
4726,23.0, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,40.0, United-States,0,-1.293875764640044
4727,31.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,45.0, El-Salvador,0,-0.6263471140979165
4728,29.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1,-0.7932292767334485
4729,22.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,43.0, United-States,0,-1.37731684595781
